title
Mathematical Physics
Computational Methods
General Mathematics
Functional Analysis and Its Applications
Automation of Scientific Research
Computational Technologies and Modeling
Optimal Control
Systems Analysis
Mathematical Statistics
Operations Research
Mathematical Forecasting Methods
Mathematical Cybernetics
Information Security
Nonlinear Dynamic Systems and Control Processes
Systems Programming
Algorithmic Languages
Automation of Computer Systems Complexes
Supercomputers and Quantum Informatics
Intelligent Information Technologies
